Year	Block 	Well	Pollen source nest	Pollen source cell	Pollen source species	Pollen type	Bee source	Bee source cell	Est date laid	Mean date laid	Est DOY laid	Bee species	Bee subgenus	Origin pollen	Transfer type	Transferred as	Transfer date	Est eclosion date	Day of event yr 1	Event	Days to event	Survival
2018	7	8	SG-E16	6	Osmia coloradensis	Taraxacum	SG-E9	3	3-Jul	3-Jul	184	Osmia coloradensis	Helicosmia	Asteraceae	Transfer	L	16-Jul	23-Aug	23-Aug	alive	51	0
2018	4	2b	GT-C14	4	Osmia coloradensis	Taraxacum	SG-E9	10	10-11 jul	10-Jun	161	Osmia coloradensis	Helicosmia	Asteraceae	Transfer	L	21-Jul	23-Jul	23-Jul	dead	43	1
2018	10	1	VB-H2b	1	Osmia subaustralis	Asteraceae	VB-H2b	1	20-22 jun	21-Jun	172	Osmia subaustralis	Cephalosmia	Asteraceae	Control	NA	12-Jul	23-Aug	23-Aug	alive	63	0
2018	10	4	VB-H2b	2	Osmia subaustralis	Asteraceae	VB-H2b	2	23-25 jun	24-Jun	175	Osmia subaustralis	Cephalosmia	Asteraceae	Control	NA	12-Jul	21-Aug	21-Aug	cocoon	58	0
2018	7	1	GT-C14b	9	Osmia coloradensis	Taraxacum	VB-H2b	3	26-27 jun	26-Jun	177	Osmia subaustralis	Cephalosmia	Asteraceae	Transfer	L	11-Jul	23-Aug	23-Aug	alive	58	0
2018	6	4	KP-E1	3	Osmia subaustralis	Asteraceae	VB-H2b	4	28-29 jun	28-Jun	179	Osmia subaustralis	Cephalosmia	Asteraceae	Transfer	L	11-Jul	15-Jul	15-Jul	dead	17	1
2018	1	3b	SG-E5b	6	Osmia coloradensis	Asteraceae	VB-H2b	7	2-3jul	2-Jul	183	Osmia subaustralis	Cephalosmia	Asteraceae	Transfer	L	18-Jul	8-Aug	8-Aug	dead	37	1
2018	8	2	SG-E16	3	Osmia coloradensis	Taraxacum	VB-H2b	8	4-Jul	4-Jul	185	Osmia subaustralis	Cephalosmia	Asteraceae	Transfer	L	12-Jul	27-Jul	27-Jul	dead	23	1
2018	7	6	KC-E1	1	Osmia montana	Asteraceae	VB-H2b	9	5-Jul	5-Jul	186	Osmia subaustralis	Cephalosmia	Asteraceae	Transfer	L	12-Jul	23-Aug	23-Aug	alive	49	0
2018	10	3	VB-H6	1	Osmia subaustralis	Asteraceae	VB-H6	1	14-16 jun	15-Jun	166	Osmia subaustralis	Cephalosmia	Asteraceae	Control	NA	12-Jul	23-Aug	23-Aug	alive	69	0
2018	10	6	VB-H6	2	Osmia subaustralis	Asteraceae	VB-H6	2	17-19 jun	18-Jun	169	Osmia subaustralis	Cephalosmia	Asteraceae	Control	NA	12-Jul	23-Aug	23-Aug	alive	66	0
